location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price,property_age,price_per_sqft,total_rooms
Awissawella,2569,1,5,1,1.0,0,0,22.88,1977,0,0,Residential,5750000,48,2238.224990268587,6
Awissawella,5029,3,1,1,1.0,1,0,5.14,1981,0,0,Residential,98200000,44,19526.74487969775,2
Awissawella,2508,2,3,2,1.0,1,1,8.58,2009,0,0,Residential,36100000,16,14393.939393939394,5
Awissawella,975,1,5,2,1.0,1,1,17.59,1999,0,0,Residential,48200000,26,49435.89743589744,7
Awissawella,4130,2,2,3,1.0,1,2,17.82,2023,0,0,Residential,5880000,2,1423.7288135593221,5
Awissawella,5856,1,4,3,1.0,1,0,9.89,1989,0,0,Commercial,95000000,36,16222.677595628415,7
Awissawella,3235,1,1,2,1.0,1,2,18.43,1993,0,0,Residential,17400000,32,5378.670788253477,3
Awissawella,2170,3,3,2,1.0,0,0,11.53,1993,0,0,Residential,48000000,32,22119.815668202766,5
Awissawella,3160,2,5,1,1.0,1,2,3.0,1997,0,0,Residential,83700000,28,26487.3417721519,6
Awissawella,3991,3,5,2,1.0,0,1,6.58,1985,0,0,Residential,76100000,40,19067.90278125783,7
Awissawella,3565,2,1,3,1.0,0,2,22.42,1995,0,0,Residential,70100000,30,19663.394109396915,4
Awissawella,4243,3,4,1,1.0,0,1,7.9,2008,1,0,Residential,34900000,17,8225.312279047843,5
Awissawella,4450,2,2,4,1.0,0,0,5.48,2013,0,1,Residential,90300000,12,20292.134831460673,6
Awissawella,1472,3,4,3,1.0,0,0,18.01,1981,0,0,Residential,20900000,44,14198.369565217392,7
Awissawella,1852,1,4,3,1.0,0,1,12.7,2016,0,0,Residential,85200000,9,46004.31965442764,7
Awissawella,1914,2,4,1,1.0,1,0,20.53,2018,0,0,Residential,82300000,7,42998.955067920586,5
Awissawella,5420,2,1,4,1.0,1,2,21.95,2001,0,0,Residential,35100000,24,6476.014760147602,5
Awissawella,3498,1,1,3,1.0,1,1,21.61,1997,0,0,Residential,82200000,28,23499.142367066896,4
Awissawella,677,3,2,2,1.0,0,0,9.89,2012,0,1,Residential,27800000,13,41063.51550960118,4
Awissawella,3221,2,4,3,1.0,0,2,14.12,1994,0,0,Residential,73200000,31,22725.86153368519,7
Awissawella,4827,2,1,1,1.0,0,2,17.3,2001,0,0,Residential,12700000,24,2631.0337683861612,2
Awissawella,1200,3,2,1,1.0,1,0,10.08,1982,0,0,Residential,95300000,43,79416.66666666667,3
Awissawella,1665,1,2,1,1.0,1,0,3.9,2011,0,0,Residential,46100000,14,27687.68768768769,3
Awissawella,2736,3,4,3,1.0,1,2,13.9,1977,0,1,Commercial,41200000,48,15058.479532163743,7
Awissawella,3049,3,3,4,1.0,0,1,3.28,1976,0,1,Commercial,45900000,49,15054.116103640537,7
Awissawella,2943,3,4,2,1.0,0,0,23.91,1996,0,0,Residential,17600000,29,5980.292218824329,6
Awissawella,2463,2,3,1,1.0,0,0,20.53,1980,0,0,Residential,79100000,45,32115.306536743807,4
Awissawella,1918,1,2,4,1.0,1,1,7.22,2013,0,0,Residential,6190000,12,3227.320125130344,6
Awissawella,5311,1,1,2,1.0,0,1,9.33,2014,0,0,Residential,22600000,11,4255.31914893617,3
Awissawella,4197,3,5,1,1.0,0,0,24.62,2010,0,0,Residential,37600000,15,8958.780081010245,6
Awissawella,4362,2,2,2,1.0,0,1,11.22,2018,0,0,Residential,79100000,7,18133.883539660706,4
Awissawella,5742,3,1,2,1.0,0,2,20.24,1998,0,0,Residential,38500000,27,6704.9808429118775,3
Awissawella,5270,2,2,4,1.0,1,2,12.83,1986,0,0,Residential,13100000,39,2485.768500948767,6
Awissawella,2790,2,4,2,1.0,1,2,22.01,1991,0,0,Residential,48700000,34,17455.197132616486,6
Awissawella,1592,2,3,1,1.0,0,0,18.48,1996,0,0,Residential,12600000,29,7914.572864321608,4
Awissawella,3312,2,2,4,1.0,0,1,3.5,1993,0,1,Residential,83100000,32,25090.579710144928,6
Awissawella,2792,1,1,3,1.0,1,2,9.48,1983,0,0,Residential,60500000,42,21669.054441260745,4
Awissawella,1848,2,4,3,1.0,1,1,15.28,1986,1,0,Residential,25200000,39,13636.363636363636,7
Awissawella,3654,2,5,4,1.0,0,2,23.38,2006,0,0,Residential,54300000,19,14860.426929392446,9
Awissawella,5198,3,4,3,1.0,1,1,5.24,2005,0,1,Residential,70700000,20,13601.385148133897,7
Awissawella,4633,3,3,2,1.0,1,2,16.23,1991,0,1,Residential,68700000,34,14828.404921217354,5
Awissawella,2597,1,4,1,1.0,0,2,9.65,1997,0,0,Residential,82400000,28,31728.917982287254,5
Awissawella,5516,3,5,2,1.0,1,2,22.57,1984,0,0,Residential,65400000,41,11856.417693981146,7
Awissawella,4287,2,1,4,1.0,1,2,19.83,2004,0,0,Residential,23700000,21,5528.341497550735,5
Awissawella,2751,3,2,1,1.0,1,2,11.13,1993,0,0,Residential,50200000,32,18247.909850963286,3
Awissawella,4618,1,3,4,1.0,1,2,6.68,2000,0,1,Residential,80100000,25,17345.171069727156,7
Awissawella,3710,3,5,4,1.0,0,2,3.25,2000,0,0,Residential,50800000,25,13692.722371967655,9
Baththaramulla,2570,3,3,4,1.0,1,2,16.66,1985,0,0,Residential,24800000,40,9649.805447470817,7
Baththaramulla,797,1,4,2,1.0,1,2,11.93,1994,0,0,Commercial,56900000,31,71392.72271016311,6
Baththaramulla,3226,1,3,1,1.0,0,1,9.92,2019,0,0,Commercial,81100000,6,25139.49163050217,4
Baththaramulla,1802,2,5,1,1.0,1,1,24.68,1978,0,1,Residential,7590000,47,4211.986681465039,6
Baththaramulla,2635,3,2,1,1.0,0,0,13.26,2021,0,0,Residential,51500000,4,19544.59203036053,3
Baththaramulla,1077,2,2,2,1.0,0,2,19.5,1986,0,0,Residential,60800000,39,56453.110492107706,4
Baththaramulla,1854,3,3,3,1.0,1,1,6.9,1999,0,1,Residential,32400000,26,17475.728155339806,6
Baththaramulla,1522,3,1,2,1.0,1,1,3.3,1984,0,0,Residential,69900000,41,45926.41261498029,3
Baththaramulla,1019,2,3,2,1.0,1,1,12.19,1996,0,0,Residential,75400000,29,73994.11187438665,5
Baththaramulla,2804,3,4,4,1.0,1,1,17.64,1981,0,0,Residential,40000000,44,14265.335235378032,8
Baththaramulla,3197,3,2,1,1.0,1,1,14.15,1998,0,0,Residential,56000000,27,17516.421645292463,3
Baththaramulla,1720,3,2,1,1.0,0,1,22.59,1976,0,1,Residential,83100000,49,48313.95348837209,3
Baththaramulla,3668,1,2,3,1.0,1,0,12.55,2006,0,0,Commercial,13000000,19,3544.1657579062157,5
Baththaramulla,1550,2,1,3,1.0,0,1,9.84,1995,0,0,Residential,94900000,30,61225.8064516129,4
Baththaramulla,2936,1,1,4,1.0,1,0,23.15,1981,0,0,Residential,98400000,44,33514.9863760218,5
Baththaramulla,5973,2,5,1,1.0,0,0,11.95,1982,0,0,Residential,40600000,43,6797.254311066466,6
Baththaramulla,2843,2,3,3,1.0,1,2,8.93,2012,0,1,Residential,57000000,13,20049.243756595148,6
Baththaramulla,3245,3,3,3,1.0,1,2,5.15,1995,0,0,Commercial,24900000,30,7673.343605546996,6
Baththaramulla,2457,2,4,1,1.0,1,2,20.45,1982,0,0,Residential,63000000,43,25641.02564102564,5
Baththaramulla,5212,1,2,2,1.0,1,1,21.15,1999,0,0,Commercial,9760000,26,1872.6016884113585,4
Baththaramulla,2465,1,1,3,1.0,1,2,3.73,2002,0,0,Residential,45200000,23,18336.713995943206,4
Baththaramulla,3512,1,4,1,1.0,0,1,10.89,2002,0,1,Residential,33800000,23,9624.145785876994,5
Baththaramulla,5837,2,4,3,1.0,1,1,19.5,2005,0,0,Residential,69100000,20,11838.273085489122,7
Baththaramulla,3453,1,1,4,1.0,1,2,23.82,2010,0,0,Commercial,59000000,15,17086.59136982334,5
Baththaramulla,5510,2,3,3,1.0,1,2,11.31,1999,0,0,Residential,14800000,26,2686.0254083484574,6
Baththaramulla,3828,1,2,1,1.0,0,0,22.19,2015,0,1,Residential,76700000,10,20036.57262277952,3
Baththaramulla,4319,1,3,3,1.0,1,0,11.66,2011,1,1,Residential,85400000,14,19773.095623987036,6
Baththaramulla,3828,2,4,4,1.0,0,1,6.95,2012,0,0,Residential,83300000,13,21760.710553814002,8
Baththaramulla,2971,1,2,4,1.0,1,1,3.08,1986,0,1,Commercial,72600000,39,24436.216762032986,6
Baththaramulla,3491,3,5,3,1.0,0,2,10.26,2011,0,0,Residential,15000000,14,4296.76310512747,8
Baththaramulla,4356,2,4,3,1.0,1,2,11.33,2011,1,0,Residential,41700000,14,9573.002754820936,7
Baththaramulla,4825,2,3,4,1.0,1,0,23.79,2005,0,0,Residential,60800000,20,12601.036269430051,7
Baththaramulla,694,2,3,4,1.0,0,2,7.53,1992,0,1,Residential,10200000,33,14697.406340057636,7
Baththaramulla,3274,3,3,2,1.0,1,1,11.41,2000,0,0,Residential,80600000,25,24618.204031765425,5
Baththaramulla,2555,2,1,2,1.0,0,2,3.55,1980,0,0,Residential,22900000,45,8962.818003913895,3
Baththaramulla,1393,1,4,4,1.0,1,0,19.8,1983,0,0,Residential,34500000,42,24766.690595836324,8
Baththaramulla,2434,1,2,3,1.0,1,1,23.13,1985,0,0,Residential,52700000,40,21651.602300739523,5
Baththaramulla,2716,1,3,1,1.0,0,0,8.23,2005,0,0,Residential,49200000,20,18114.874815905743,4
Baththaramulla,4706,2,3,3,1.0,1,0,12.44,2020,1,0,Residential,88700000,5,18848.278793030175,6
Baththaramulla,3925,1,1,3,1.0,0,1,5.69,1976,0,1,Residential,90500000,49,23057.32484076433,4
Baththaramulla,3519,2,2,2,1.0,0,0,13.05,2003,0,0,Commercial,45900000,22,13043.478260869566,4
Baththaramulla,3197,1,4,2,1.0,1,2,5.93,2020,0,0,Residential,16900000,5,5286.205817954332,6
Baththaramulla,3805,3,5,2,1.0,1,2,14.51,2016,0,0,Residential,37600000,9,9881.734559789751,7
Baththaramulla,5407,3,1,4,1.0,1,0,19.16,1979,0,0,Residential,84700000,46,15664.878860736082,5
Baththaramulla,1414,3,4,4,1.0,0,2,15.17,1997,0,1,Residential,37700000,28,26661.951909476662,8
Baththaramulla,945,3,5,3,1.0,0,0,8.39,2010,0,0,Commercial,96800000,15,102433.86243386244,8
Baththaramulla,2949,2,3,3,1.0,1,2,10.78,1981,0,0,Residential,95100000,44,32248.21973550356,6
Baththaramulla,962,1,3,1,1.0,0,0,17.05,1987,0,0,Residential,88300000,38,91787.94178794179,4
Baththaramulla,3043,3,2,3,1.0,0,2,15.97,2016,0,0,Residential,22200000,9,7295.4321393361815,5
Baththaramulla,2865,2,5,3,1.0,0,1,6.01,1984,0,0,Residential,81800000,41,28551.48342059337,8
Baththaramulla,2788,3,3,2,1.0,0,1,21.59,2010,0,0,Residential,95500000,15,34253.94548063128,5
Baththaramulla,3605,3,3,2,1.0,1,2,13.45,1990,0,0,Residential,91900000,35,25492.37170596394,5
Baththaramulla,3881,2,2,2,1.0,1,0,6.57,1989,0,0,Residential,90800000,36,23396.031950528213,4
Baththaramulla,1584,2,4,2,1.0,1,2,5.7,2017,1,0,Commercial,30000000,8,18939.39393939394,6
Baththaramulla,2239,1,3,2,1.0,0,0,24.24,1993,0,0,Residential,75200000,32,33586.42251004913,5
Baththaramulla,1427,1,1,1,1.0,0,2,9.19,1995,0,0,Residential,79400000,30,55641.20532585844,2
Baththaramulla,3330,3,1,1,1.0,0,2,22.99,2009,1,1,Residential,83900000,16,25195.195195195196,2
Baththaramulla,4131,3,4,1,1.0,0,1,12.03,1989,0,1,Residential,37800000,36,9150.32679738562,5
Baththaramulla,5051,1,5,2,1.0,1,0,11.49,2022,0,0,Residential,47600000,3,9423.876460106909,7
Baththaramulla,3535,1,2,4,1.0,0,0,18.42,1988,1,0,Commercial,38600000,37,10919.37765205092,6
Baththaramulla,4476,2,1,2,1.0,0,0,3.22,2003,0,0,Residential,11100000,22,2479.892761394102,3
Baththaramulla,726,1,1,2,1.0,1,0,10.44,1979,0,1,Residential,64900000,46,89393.93939393939,3
Baththaramulla,3777,1,4,1,1.0,1,0,9.66,2023,0,0,Residential,66700000,2,17659.51813608684,5
Baththaramulla,3656,3,5,2,1.0,1,1,22.1,1992,0,0,Residential,20800000,33,5689.277899343545,7
Baththaramulla,1203,1,5,1,1.0,0,2,14.64,1975,0,0,Commercial,61200000,50,50872.81795511222,6
Baththaramulla,4049,3,4,2,1.0,0,0,11.02,2001,0,0,Residential,85900000,24,21215.11484317115,6
Baththaramulla,5709,1,1,3,1.0,0,0,8.85,2001,0,0,Residential,60600000,24,10614.818707304257,4
Baththaramulla,4746,2,2,4,1.0,0,2,15.99,1999,0,0,Residential,49300000,26,10387.694900969238,6
Baththaramulla,4133,1,1,4,1.0,0,1,6.34,2015,0,0,Residential,62900000,10,15218.969271715461,5
Baththaramulla,3967,1,5,1,1.0,0,1,8.42,1995,0,0,Residential,31100000,30,7839.67733803882,6
Baththaramulla,3968,1,1,3,1.0,1,1,9.46,1988,0,0,Residential,88900000,37,22404.233870967742,4
Baththaramulla,4397,3,2,4,1.0,0,2,16.37,1994,0,0,Residential,32600000,31,7414.146008642256,6
Baththaramulla,2392,2,3,1,1.0,1,2,11.21,2002,0,0,Residential,24400000,23,10200.66889632107,4
Baththaramulla,3461,1,1,2,1.0,1,1,14.13,1995,0,0,Residential,59600000,30,17220.45651545796,3
Baththaramulla,4076,3,4,2,1.0,1,1,17.31,1997,0,1,Residential,20900000,28,5127.576054955839,6
Baththaramulla,4017,2,3,3,1.0,0,2,24.04,1985,0,1,Residential,16900000,40,4207.119741100324,6
Baththaramulla,2245,3,4,4,1.0,0,1,19.83,1976,0,1,Residential,98200000,49,43741.648106904235,8
Baththaramulla,1805,3,4,2,1.0,1,0,11.92,1994,0,0,Residential,66000000,31,36565.096952908585,6
Baththaramulla,3630,2,4,1,1.0,0,2,19.46,1998,0,1,Residential,59900000,27,16501.377410468318,5
Baththaramulla,3472,1,1,2,1.0,0,1,23.89,1999,0,0,Residential,95000000,26,27361.75115207373,3
Baththaramulla,3672,3,5,2,1.0,1,0,13.99,2011,0,0,Residential,65300000,14,17783.22440087146,7
Baththaramulla,2454,3,3,4,1.0,0,2,12.03,1996,0,0,Residential,92800000,29,37815.8109209454,7
Baththaramulla,4621,1,2,4,1.0,0,2,4.72,1998,0,0,Residential,95600000,27,20688.162735338672,6
Baththaramulla,5262,1,5,1,1.0,0,0,22.63,1989,0,0,Residential,83700000,36,15906.499429874573,6
Baththaramulla,5631,2,1,3,1.0,0,2,8.42,1986,0,0,Residential,39100000,39,6943.70449298526,4
Baththaramulla,3308,2,4,3,1.0,1,1,4.41,2020,0,1,Residential,14700000,5,4443.772672309553,7
Baththaramulla,4102,2,2,2,1.0,1,2,14.82,2005,1,0,Residential,67000000,20,16333.495855680156,4
Baththaramulla,1932,1,3,1,1.0,0,1,21.61,2017,0,0,Residential,55800000,8,28881.987577639753,4
Baththaramulla,801,3,5,3,1.0,0,0,11.95,2005,0,0,Residential,5970000,20,7453.183520599251,8
Baththaramulla,4107,3,5,3,1.0,0,0,20.23,2004,0,0,Commercial,80100000,21,19503.28707085464,8
Baththaramulla,4812,2,2,2,1.0,1,2,21.4,2015,0,0,Residential,50100000,10,10411.47132169576,4
Baththaramulla,5632,1,1,1,1.0,0,0,13.0,1994,0,0,Residential,25600000,31,4545.454545454545,2
Baththaramulla,1174,3,3,3,1.0,0,0,16.0,1982,0,0,Residential,92800000,43,79045.99659284497,6
Baththaramulla,1136,2,2,4,1.0,1,2,14.75,2018,0,0,Residential,82300000,7,72447.18309859154,6
Baththaramulla,2225,3,4,4,1.0,0,1,23.66,2004,0,0,Residential,94300000,21,42382.02247191011,8
Baththaramulla,2722,3,3,2,1.0,1,2,18.96,2009,0,0,Residential,98000000,16,36002.93901542983,5
Baththaramulla,985,1,5,2,1.0,0,2,23.36,1995,0,0,Residential,29200000,30,29644.670050761422,7
Baththaramulla,3881,1,2,2,1.0,1,1,7.84,2021,0,0,Residential,79300000,4,20432.878124194795,4
Baththaramulla,1074,3,5,2,1.0,0,1,9.83,2014,0,1,Residential,69000000,11,64245.81005586592,7
Baththaramulla,1017,2,5,3,1.0,0,1,4.56,2002,0,1,Residential,46100000,23,45329.40019665683,8
Borelasgamuwa,4200,1,5,1,1.0,1,2,14.0,2013,0,0,Residential,81700000,12,19452.380952380954,6
Borelasgamuwa,5634,3,1,2,1.0,1,1,22.23,1991,1,1,Residential,87200000,34,15477.458288959886,3
Borelasgamuwa,1554,1,5,2,1.0,1,0,10.19,1986,0,0,Residential,48500000,39,31209.78120978121,7
Borelasgamuwa,5571,1,4,3,1.0,1,1,5.82,1992,0,1,Residential,62700000,33,11254.711900915456,7
Borelasgamuwa,5458,1,4,2,1.0,1,0,4.51,2021,0,0,Residential,22900000,4,4195.67607182118,6
Borelasgamuwa,5898,3,3,2,1.0,0,1,12.85,2002,0,1,Residential,86700000,23,14699.898270600204,5
Borelasgamuwa,1805,2,5,1,1.0,1,0,6.61,1977,0,1,Residential,75000000,48,41551.246537396124,6
Borelasgamuwa,5359,2,5,4,1.0,1,0,10.61,1989,0,1,Residential,97200000,36,18137.712259749955,9
Borelasgamuwa,4720,2,2,2,1.0,1,0,21.04,1990,1,0,Residential,25100000,35,5317.796610169492,4
Borelasgamuwa,2590,1,1,3,1.0,1,0,11.45,1996,0,0,Commercial,42000000,29,16216.216216216217,4
Borelasgamuwa,5899,3,3,1,1.0,0,0,16.42,2023,0,0,Residential,23800000,2,4034.5821325648417,4
Borelasgamuwa,5405,1,5,3,1.0,0,1,14.05,2005,0,0,Commercial,85800000,20,15874.190564292321,8
Borelasgamuwa,4172,2,2,1,1.0,0,2,18.81,2005,1,0,Commercial,11800000,20,2828.379674017258,3
Borelasgamuwa,5880,2,1,1,1.0,0,2,6.44,1975,0,0,Residential,80400000,50,13673.469387755102,2
Borelasgamuwa,4980,3,3,2,1.0,0,2,23.25,1985,0,0,Residential,90900000,40,18253.01204819277,5
Borelasgamuwa,4758,1,3,2,1.0,1,2,17.16,1980,0,0,Residential,39400000,45,8280.790248003363,5
Borelasgamuwa,5698,2,5,2,1.0,0,2,8.96,1997,0,1,Residential,16700000,28,2930.852930852931,7
Borelasgamuwa,5357,3,3,4,1.0,0,0,5.71,1983,0,1,Residential,13100000,42,2445.3985439611724,7
Borelasgamuwa,3313,1,2,4,1.0,1,1,6.29,1990,1,0,Residential,13200000,35,3984.304255961364,6
Borelasgamuwa,2803,1,3,3,1.0,1,0,20.22,2012,0,1,Residential,64100000,13,22868.355333571173,6
Borelasgamuwa,3720,2,4,2,1.0,0,1,15.94,2018,0,0,Residential,14000000,7,3763.440860215054,6
Borelasgamuwa,1566,2,2,4,1.0,0,1,11.38,1993,0,0,Residential,85400000,32,54533.8441890166,6
Borelasgamuwa,5544,1,1,2,1.0,1,1,10.32,2019,0,1,Residential,11800000,6,2128.4271284271285,3
Borelasgamuwa,5803,1,1,4,1.0,0,1,21.83,1987,0,0,Commercial,28000000,38,4825.090470446321,5
Borelasgamuwa,4032,2,5,4,1.0,1,2,22.24,2006,0,0,Residential,69000000,19,17113.095238095237,9
Borelasgamuwa,1288,1,5,1,1.0,1,1,15.79,2010,0,0,Residential,25700000,15,19953.416149068322,6
Borelasgamuwa,4843,2,4,2,1.0,0,1,14.54,1983,0,0,Residential,58900000,42,12161.883130291142,6
Borelasgamuwa,4301,1,1,2,1.0,0,2,20.96,2020,0,1,Residential,23500000,5,5463.845617298302,3
Borelasgamuwa,941,2,1,4,1.0,0,0,19.49,2020,0,1,Residential,20700000,5,21997.87460148778,5
Borelasgamuwa,5782,3,1,2,1.0,1,0,11.81,2023,0,0,Residential,82200000,2,14216.53407125562,3
Borelasgamuwa,2324,2,1,4,1.0,1,0,4.82,2011,0,0,Residential,50800000,14,21858.864027538726,5
Borelasgamuwa,5022,2,3,2,1.0,0,0,19.91,2005,1,1,Residential,5990000,20,1192.7518916766228,5
Borelasgamuwa,2392,3,2,1,1.0,0,1,6.71,2005,0,0,Residential,98600000,20,41220.73578595318,3
Borelasgamuwa,2359,1,2,2,1.0,0,2,3.36,1993,0,0,Residential,83800000,32,35523.52691818567,4
Borelasgamuwa,3812,3,4,1,1.0,1,2,21.55,1976,0,0,Residential,92600000,49,24291.71038824764,5
Borelasgamuwa,1589,2,3,3,1.0,1,0,15.72,2019,0,0,Residential,55100000,6,34675.896790434235,6
Borelasgamuwa,2862,1,1,2,1.0,1,2,22.62,2006,1,0,Residential,55100000,19,19252.271139063592,3
Borelasgamuwa,3082,3,1,2,1.0,0,1,13.66,2017,0,0,Residential,25200000,8,8176.508760545101,3
Borelasgamuwa,1551,1,5,2,1.0,1,0,23.38,2008,0,1,Residential,44100000,17,28433.268858800773,7
Borelasgamuwa,1322,1,5,1,1.0,1,1,10.79,1975,0,0,Residential,83700000,50,63313.16187594554,6
Borelasgamuwa,3989,3,4,2,1.0,0,1,18.94,1995,0,0,Residential,56300000,30,14113.812985710705,6
Borelasgamuwa,2679,1,1,2,1.0,1,1,9.62,1977,0,1,Residential,59200000,48,22097.79768570362,3
Borelasgamuwa,3317,3,4,4,1.0,0,1,3.03,2001,0,0,Residential,67100000,24,20229.122701236058,8
Borelasgamuwa,2932,2,3,3,1.0,1,1,11.35,2018,0,0,Residential,79400000,7,27080.491132332878,6
Borelasgamuwa,3976,1,2,1,1.0,0,0,19.23,1981,0,1,Residential,71200000,44,17907.444668008047,3
Borelasgamuwa,5124,2,1,4,1.0,0,1,6.3,2007,0,1,Residential,32500000,18,6342.701014832162,5
Borelasgamuwa,2100,2,3,1,1.0,1,0,14.11,1983,1,1,Residential,67600000,42,32190.47619047619,4
Borelasgamuwa,885,1,1,4,1.0,0,2,7.67,2004,0,0,Residential,35700000,21,40338.983050847455,5
Borelasgamuwa,4095,3,5,3,1.0,1,1,4.64,1992,0,1,Residential,44600000,33,10891.330891330892,8
Borelasgamuwa,2665,1,4,4,1.0,0,1,16.58,2000,0,0,Residential,8180000,25,3069.418386491557,8
Borelasgamuwa,1368,2,5,1,1.0,0,2,23.94,1994,1,1,Residential,86000000,31,62865.49707602339,6
Borelasgamuwa,3657,2,2,2,1.0,0,0,9.84,2012,0,0,Commercial,23300000,13,6371.342630571507,4
Borelasgamuwa,4889,3,5,2,1.0,1,1,15.77,2015,0,0,Residential,66400000,10,13581.509511147475,7
Borelasgamuwa,5683,1,1,3,1.0,0,2,23.98,2005,0,0,Residential,40200000,20,7073.728664437797,4
Borelasgamuwa,5832,2,5,1,1.0,0,2,17.31,1982,0,1,Residential,50800000,43,8710.562414266118,6
Borelasgamuwa,2761,2,1,1,1.0,1,1,17.81,1997,0,0,Residential,49100000,28,17783.411807316188,2
Borelasgamuwa,3893,2,2,1,1.0,0,0,6.94,1999,1,0,Residential,88100000,26,22630.36218854354,3
Borelasgamuwa,1546,3,5,3,1.0,0,0,13.84,2021,0,0,Residential,20300000,4,13130.659767141009,8
Borelasgamuwa,5526,2,4,2,1.0,0,1,11.08,1975,0,0,Residential,90600000,50,16395.222584147665,6
Borelasgamuwa,3935,2,4,4,1.0,0,2,13.36,2020,1,1,Residential,85400000,5,21702.66836086404,8
Borelasgamuwa,4750,1,4,3,1.0,1,1,20.62,1992,0,1,Residential,89300000,33,18800.0,7
Borelasgamuwa,5495,1,5,4,1.0,0,0,13.14,1993,0,1,Residential,99700000,32,18143.767060964514,9
Borelasgamuwa,5473,2,5,2,1.0,0,2,4.38,2016,0,0,Residential,67700000,9,12369.815457701443,7
Borelasgamuwa,2081,2,5,3,1.0,1,1,22.92,1980,1,0,Residential,83100000,45,39932.7246516098,8
Borelasgamuwa,2501,1,1,2,1.0,0,2,14.99,1991,0,0,Residential,61400000,34,24550.17992802879,3
Borelasgamuwa,4051,3,2,4,1.0,0,0,23.34,2020,0,0,Residential,81900000,5,20217.230313502838,6
Borelasgamuwa,4664,3,4,1,1.0,1,0,15.59,2019,0,0,Residential,19000000,6,4073.7564322469984,5
Borelasgamuwa,654,3,1,1,1.0,1,0,4.53,1982,0,1,Residential,18600000,43,28440.366972477063,2
Borelasgamuwa,2423,3,4,4,1.0,1,1,15.16,2016,0,1,Residential,90600000,9,37391.663227404046,8
Borelasgamuwa,5897,3,1,1,1.0,1,2,15.67,1983,0,0,Residential,52800000,42,8953.705273868069,2
Borelasgamuwa,4062,3,5,4,1.0,0,1,7.72,2011,0,0,Residential,88400000,14,21762.67848350566,9
Borelasgamuwa,3679,3,4,3,1.0,1,1,13.36,2001,0,0,Residential,58500000,24,15901.060070671378,7
Borelasgamuwa,1432,3,5,3,1.0,0,1,13.11,2010,1,0,Residential,40500000,15,28282.122905027933,8
Borelasgamuwa,5008,1,4,3,1.0,1,1,16.7,1980,0,1,Residential,78900000,45,15754.792332268371,7
Borelasgamuwa,3406,3,3,1,1.0,0,2,8.71,1980,1,1,Residential,29100000,45,8543.746330005872,4
Borelasgamuwa,3090,3,1,2,1.0,1,2,15.8,2019,1,0,Residential,68300000,6,22103.55987055016,3
Borelasgamuwa,927,3,3,1,1.0,1,1,8.3,1978,0,0,Residential,69100000,47,74541.53182308523,4
Borelasgamuwa,3910,2,1,1,1.0,0,1,12.82,1996,0,0,Residential,40900000,29,10460.358056265984,2
Borelasgamuwa,3900,1,2,2,1.0,1,0,5.7,2014,0,0,Residential,34800000,11,8923.076923076924,4
Borelasgamuwa,4275,1,4,2,1.0,1,0,3.82,2001,1,1,Residential,81700000,24,19111.11111111111,6
Borelasgamuwa,3654,1,2,2,1.0,1,2,10.05,2011,0,0,Residential,26400000,14,7224.95894909688,4
Borelasgamuwa,5983,3,2,2,1.0,0,0,9.04,1976,0,0,Residential,14500000,49,2423.5333444760154,4
Borelasgamuwa,2743,3,1,1,1.0,1,2,11.95,1983,0,1,Residential,15300000,42,5577.834487787094,2
Borelasgamuwa,5807,2,3,4,1.0,1,2,24.16,1985,0,0,Residential,94300000,40,16239.021870156708,7
Borelasgamuwa,1911,1,5,3,1.0,0,2,14.49,1994,0,0,Residential,14300000,31,7482.993197278912,8
Borelasgamuwa,3791,3,1,4,1.0,0,0,15.17,2017,0,0,Residential,74400000,8,19625.42864679504,5
Borelasgamuwa,3138,1,5,1,1.0,1,0,23.72,2013,0,0,Commercial,29200000,12,9305.289993626513,6
Borelasgamuwa,4583,2,2,2,1.0,0,2,23.27,1988,0,0,Residential,59800000,37,13048.221688850099,4
Borelasgamuwa,5147,2,5,3,1.0,0,2,22.45,2000,0,0,Commercial,74200000,25,14416.164756168642,8
Borelasgamuwa,764,2,3,3,1.0,0,1,5.16,2012,0,1,Residential,72200000,13,94502.61780104712,6
Borelasgamuwa,4877,1,1,4,1.0,1,2,16.95,2004,1,0,Residential,73800000,21,15132.253434488415,5
Borelasgamuwa,5605,3,3,1,1.0,1,2,20.78,2010,0,0,Residential,37900000,15,6761.8198037466545,4
Borelasgamuwa,1422,3,3,1,1.0,0,1,21.38,2012,0,1,Residential,84500000,13,59423.34739803094,4
Borelasgamuwa,1543,2,1,1,1.0,1,2,15.71,2009,0,0,Residential,99400000,16,64419.9611147116,2
Borelasgamuwa,5025,3,3,3,1.0,0,2,3.38,1980,1,0,Residential,76100000,45,15144.278606965174,6
Borelasgamuwa,1374,2,4,4,1.0,1,2,24.42,1977,0,1,Residential,50600000,48,36826.78311499272,8
Borelasgamuwa,2798,1,4,3,1.0,0,1,13.39,1975,0,1,Commercial,69800000,50,24946.390278770552,7
Borelasgamuwa,3756,2,4,3,1.0,1,0,11.66,1992,0,1,Residential,40000000,33,10649.627263045793,7
Borelasgamuwa,4842,1,5,2,1.0,0,2,11.69,1997,1,0,Residential,26600000,28,5493.597686906237,7
